metric_id,product_id,metric_date,dau,mau,conversion_rate,avg_session_duration,page_views,add_to_cart,checkout_initiated,purchases,revenue,refund_rate,nps_score,feature_adoption_rate,time_to_first_action
13530,38,2026-01-03,299,6877,0.0742,123,1196,69,33,22,817.71,0.0645,69,0.2463,214
13531,38,2026-01-02,283,8207,0.0587,478,566,47,28,16,612.21,0.0218,27,0.6684,72
13532,38,2026-01-01,317,7925,0.079,408,2853,43,27,25,922.11,0.0353,50,0.6337,53
13533,38,2025-12-31,275,5775,0.0606,250,1925,31,14,16,614.26,0.0757,64,0.7986,6
13534,38,2025-12-30,354,7434,0.0809,588,1416,82,21,28,1054.67,0.046,34,0.4709,297
13535,38,2025-12-29,342,6156,0.0611,245,2052,99,40,20,770.44,0.0244,71,0.7709,183
13536,38,2025-12-28,280,5040,0.0748,320,1680,82,29,20,771.4,0.0689,23,0.8855,238
13537,38,2025-12-27,340,8840,0.0821,530,2380,45,28,27,1028.92,0.0328,50,0.5168,261
13538,38,2025-12-26,316,5372,0.0796,150,632,47,45,25,927.19,0.0624,41,0.8173,128
13539,38,2025-12-25,306,7038,0.0808,182,1224,65,35,24,910.41,0.0553,57,0.2843,167
13540,38,2025-12-24,290,6380,0.0824,370,1160,82,25,23,880.27,0.0266,35,0.2669,180
13541,38,2025-12-23,345,6555,0.0789,323,690,95,42,27,1003.28,0.0533,39,0.7992,219
13542,38,2025-12-22,348,9048,0.0823,293,1392,86,48,28,1054.67,0.0487,51,0.2172,196
13543,38,2025-12-21,321,8667,0.0659,250,1284,59,29,21,779.4,0.0627,79,0.221,68
13544,38,2025-12-20,304,8816,0.0738,221,1824,38,35,22,826.95,0.0288,76,0.304,54
13545,38,2025-12-19,328,7216,0.0597,169,1640,75,39,19,721.55,0.0275,36,0.2601,185
13546,38,2025-12-18,281,8149,0.0793,481,562,74,38,22,820.69,0.0498,51,0.4978,160
13547,38,2025-12-17,317,4755,0.0717,119,634,54,43,22,837.17,0.0282,55,0.2515,192
13548,38,2025-12-16,354,9558,0.0672,257,1416,84,52,23,876.73,0.0735,29,0.8866,214
13549,38,2025-12-15,318,5724,0.0741,210,954,42,46,23,868.08,0.0243,75,0.4755,167
13550,38,2025-12-14,295,5015,0.0733,219,2065,73,27,21,796.89,0.0166,71,0.2282,258
13551,38,2025-12-13,283,7358,0.0853,382,2264,78,41,24,889.33,0.0344,50,0.4677,266
13552,38,2025-12-12,350,5950,0.0853,522,2100,60,34,29,1099.41,0.0716,41,0.2947,73
13553,38,2025-12-11,359,8257,0.0793,153,2513,57,33,28,1049.3,0.0579,68,0.7199,42
13554,38,2025-12-10,323,5168,0.0789,142,969,75,28,25,939.29,0.0192,20,0.831,202
13555,38,2025-12-09,325,9425,0.0697,62,1625,89,43,22,834.17,0.0263,76,0.8187,251
13556,38,2025-12-08,339,9831,0.0694,334,678,48,42,23,866.77,0.0241,79,0.8556,53
13557,38,2025-12-07,323,7106,0.0909,73,2584,93,33,29,1081.89,0.0496,22,0.5279,98
13558,38,2025-12-06,358,8592,0.0614,136,1790,62,47,21,810.3,0.0651,32,0.7643,187
13559,38,2025-12-05,295,5900,0.0848,230,1475,80,24,25,921.23,0.0162,25,0.8514,30
13560,38,2025-12-04,305,4880,0.0795,180,2440,65,24,24,893.83,0.0723,75,0.7692,238
13561,38,2025-12-03,287,4592,0.0802,181,1722,45,32,23,848.35,0.0794,77,0.627,22
13562,38,2025-12-02,322,6762,0.0807,309,1610,56,47,25,957.61,0.0741,35,0.5231,13
13563,38,2025-12-01,361,6137,0.0632,348,1805,106,43,22,841.0,0.0273,31,0.6639,212
13564,38,2025-11-30,316,4740,0.0747,299,2212,47,42,23,869.41,0.0192,49,0.7285,136
13565,38,2025-11-29,382,9168,0.0789,105,764,99,37,30,1110.69,0.039,75,0.5269,58
13566,38,2025-11-28,313,5634,0.0644,536,2504,68,40,20,742.74,0.051,71,0.3316,215
13567,38,2025-11-27,331,7613,0.0787,142,2317,59,24,26,959.54,0.0697,23,0.3084,241
13568,38,2025-11-26,307,8903,0.069,551,921,34,41,21,779.98,0.014,43,0.5068,293
13569,38,2025-11-25,338,6760,0.0794,179,2028,47,18,26,988.3,0.0112,46,0.3907,167
13570,38,2025-11-24,337,7751,0.0849,507,2022,52,26,28,1053.6,0.032,78,0.3739,150
13571,38,2025-11-23,355,9585,0.0778,440,1775,55,38,27,1017.42,0.0329,30,0.8,106
13572,38,2025-11-22,332,5644,0.0653,109,2656,52,33,21,799.15,0.0707,59,0.3368,41
13573,38,2025-11-21,303,6969,0.0858,350,2121,81,42,26,958.15,0.0102,53,0.2658,170
13574,38,2025-11-20,283,7358,0.0703,256,1415,53,40,19,733.29,0.0183,72,0.267,54
13575,38,2025-11-19,375,10500,0.0697,445,1125,60,36,26,963.3,0.0423,40,0.2887,218
13576,38,2025-11-18,354,10266,0.0761,576,1416,87,19,26,992.8,0.0725,47,0.2705,184
13577,38,2025-11-17,317,8876,0.0876,412,1268,82,22,27,1022.91,0.0206,41,0.6094,147
13578,38,2025-11-16,371,8533,0.0785,158,742,37,48,29,1073.29,0.0285,79,0.8856,151
13579,38,2025-11-15,309,8652,0.0675,142,1545,88,31,20,768.34,0.0748,37,0.5044,291
13580,38,2025-11-14,382,8404,0.076,428,764,56,53,29,1070.05,0.0359,26,0.5369,296
13581,38,2025-11-13,339,6780,0.0656,379,1356,97,17,22,818.94,0.0439,56,0.2919,159
13582,38,2025-11-12,386,9264,0.0824,491,2702,113,36,31,1171.26,0.0683,33,0.4281,195
13583,38,2025-11-11,326,9128,0.0927,368,2934,69,19,30,1113.9,0.0113,34,0.5046,262
13584,38,2025-11-10,301,5719,0.082,76,2408,75,30,24,909.39,0.0718,78,0.7383,59
13585,38,2025-11-09,425,11475,0.0729,229,2975,71,45,30,1141.97,0.0657,37,0.5118,84
13586,38,2025-11-08,301,6020,0.0949,480,2709,81,42,28,1052.16,0.0374,31,0.7987,33
13587,38,2025-11-07,341,6138,0.0942,195,2387,87,17,32,1183.1,0.0139,65,0.5985,105
13588,38,2025-11-06,312,7176,0.0711,63,2496,49,22,22,817.08,0.0292,35,0.7165,9
13589,38,2025-11-05,329,7567,0.0959,74,1974,64,29,31,1162.06,0.0527,73,0.5997,218
13590,38,2025-11-04,355,7455,0.0742,502,2485,42,36,26,970.63,0.0172,48,0.6208,86
13591,38,2025-11-03,390,7800,0.0822,230,1170,52,38,32,1180.4,0.0424,57,0.53,26
13592,38,2025-11-02,287,6027,0.0838,262,2583,41,24,24,886.12,0.0441,39,0.3927,94
13593,38,2025-11-01,367,9909,0.0673,596,1101,67,51,24,910.17,0.0217,37,0.6404,166
13594,38,2025-10-31,254,6858,0.0799,447,1778,44,14,20,747.19,0.0526,47,0.3392,177
13595,38,2025-10-30,337,5729,0.0868,332,3033,67,31,29,1077.12,0.014,59,0.7211,11
13596,38,2025-10-29,313,8451,0.0831,247,939,83,38,26,958.44,0.0431,48,0.6056,40
13597,38,2025-10-28,295,8555,0.0688,166,885,51,38,20,747.57,0.0639,54,0.7684,163
13598,38,2025-10-27,334,8016,0.0647,589,1670,90,27,21,796.09,0.029,62,0.3494,249
13599,38,2025-10-26,329,5922,0.0686,372,2303,68,26,22,831.28,0.0171,71,0.2415,230
13600,38,2025-10-25,334,6680,0.0748,526,2338,92,41,24,920.63,0.0298,28,0.7499,26
13601,38,2025-10-24,303,7575,0.0891,295,1515,74,37,26,994.11,0.0261,21,0.35,19
13602,38,2025-10-23,393,8253,0.0825,344,3537,107,46,32,1194.76,0.0394,70,0.3942,108
13603,38,2025-10-22,297,4752,0.0702,266,1782,42,21,20,767.82,0.0607,22,0.3259,47
13604,38,2025-10-21,394,7880,0.0875,523,3546,84,58,34,1269.7,0.0445,54,0.3698,230
13605,38,2025-10-20,257,6682,0.0727,243,1285,70,14,18,687.92,0.0276,32,0.631,223
13606,38,2025-10-19,374,10846,0.0862,305,2244,79,31,32,1187.12,0.012,36,0.5115,62
13607,38,2025-10-18,325,5200,0.0869,155,650,61,19,28,1040.0,0.0542,37,0.2063,177
13608,38,2025-10-17,333,8658,0.0756,262,1665,59,17,25,928.03,0.0288,31,0.6225,265
13609,38,2025-10-16,220,4180,0.0962,176,1760,32,30,21,779.67,0.0371,44,0.8047,215
13610,38,2025-10-15,312,4992,0.0651,180,1560,52,24,20,748.63,0.0437,58,0.5971,275
13611,38,2025-10-14,302,4530,0.0782,596,604,71,25,23,870.08,0.0363,33,0.7568,149
13612,38,2025-10-13,370,7030,0.0839,126,1850,73,44,31,1142.94,0.0686,49,0.7628,207
13613,38,2025-10-12,342,6840,0.0731,324,3078,72,32,24,920.93,0.0518,47,0.5675,76
13614,38,2025-10-11,348,6264,0.0738,385,2088,91,28,25,946.41,0.043,76,0.4656,28
13615,38,2025-10-10,305,8235,0.0685,101,915,36,23,20,769.93,0.0173,21,0.7416,164
13616,38,2025-10-09,296,4736,0.0822,153,592,39,25,24,896.9,0.0389,37,0.2523,90
13617,38,2025-10-08,323,4845,0.0743,189,1292,47,17,24,884.69,0.0479,55,0.7186,145
13618,38,2025-10-07,321,7383,0.0706,179,1926,96,38,22,834.64,0.0164,28,0.4044,105
13619,38,2025-10-06,336,6048,0.0734,425,2352,56,24,24,908.68,0.0284,40,0.4702,274
13620,38,2025-10-05,303,6363,0.0714,85,1515,65,35,21,796.84,0.0762,65,0.2479,73
13621,38,2025-10-04,376,8272,0.0826,339,2632,98,47,31,1144.66,0.0508,36,0.6602,254
13622,38,2025-10-03,360,6120,0.0876,422,2880,72,39,31,1162.44,0.0379,20,0.7884,281
13623,38,2025-10-02,364,9464,0.0939,521,2548,89,38,34,1259.26,0.0325,48,0.3442,85
13624,38,2025-10-01,357,7854,0.0803,351,2856,66,29,28,1055.92,0.0731,53,0.899,237
13625,38,2025-09-30,316,7268,0.0806,49,2212,89,27,25,938.54,0.0448,38,0.2564,33
13626,38,2025-09-29,295,4425,0.0747,360,590,77,14,22,811.86,0.0577,27,0.5698,160
13627,38,2025-09-28,304,5776,0.0658,112,2128,43,35,20,737.07,0.0661,76,0.8477,142
13628,38,2025-09-27,326,9128,0.0656,430,1630,94,16,21,787.58,0.0137,59,0.7586,173
13629,38,2025-09-26,332,5312,0.0757,599,2656,37,34,25,926.06,0.0747,51,0.3288,61
13630,38,2025-09-25,314,5338,0.0694,53,1570,54,24,21,803.31,0.0785,67,0.3809,287
13631,38,2025-09-24,350,5600,0.0916,489,1750,36,49,32,1181.59,0.0119,44,0.7031,102
13632,38,2025-09-23,344,9632,0.09,99,1720,98,47,30,1140.52,0.0646,54,0.2047,259
13633,38,2025-09-22,297,8019,0.0675,354,1485,46,18,20,738.41,0.061,20,0.5692,42
13634,38,2025-09-21,319,5104,0.0779,134,2552,90,18,24,915.72,0.052,75,0.2053,215
13635,38,2025-09-20,361,9386,0.0633,493,2166,99,41,22,841.69,0.0608,27,0.2782,140
13636,38,2025-09-19,308,8932,0.0782,57,924,80,42,24,886.98,0.0324,56,0.3344,240
13637,38,2025-09-18,314,4710,0.0685,531,2826,68,24,21,792.58,0.07,60,0.754,61
13638,38,2025-09-17,315,5040,0.0826,350,2835,89,21,26,958.84,0.0296,70,0.6948,209
13639,38,2025-09-16,321,7383,0.0625,339,2568,70,21,20,739.44,0.0723,67,0.2788,252
13640,38,2025-09-15,327,7194,0.0903,381,981,92,43,29,1088.27,0.0293,71,0.7614,53
13641,38,2025-09-14,290,4930,0.0619,223,1160,62,17,17,660.82,0.0535,72,0.3753,294
13642,38,2025-09-13,293,5567,0.065,81,879,63,30,19,701.33,0.058,78,0.8856,298
13643,38,2025-09-12,310,5580,0.0635,211,930,48,44,19,725.67,0.0708,23,0.7216,40
13644,38,2025-09-11,282,5922,0.067,341,1974,72,17,18,696.48,0.0346,66,0.5061,21
13645,38,2025-09-10,335,8375,0.0694,355,3015,68,18,23,856.28,0.0483,78,0.8909,246
13646,38,2025-09-09,303,8484,0.0883,473,2121,40,27,26,985.29,0.0153,25,0.7188,275
13647,38,2025-09-08,308,7392,0.0869,438,924,80,19,26,985.76,0.0213,42,0.8068,95
13648,38,2025-09-07,295,6785,0.06,178,590,35,28,17,651.58,0.041,32,0.2437,276
13649,38,2025-09-06,360,8280,0.0627,441,1800,82,31,22,831.76,0.0781,50,0.8693,130
13650,38,2025-09-05,313,8764,0.0619,495,2504,40,24,19,714.07,0.0695,47,0.7134,215
13651,38,2025-09-04,348,5568,0.0788,547,2436,74,26,27,1009.73,0.0289,47,0.7979,83
13652,38,2025-09-03,358,9308,0.0713,226,3222,63,52,25,940.51,0.0653,37,0.256,91
13653,38,2025-09-02,387,9675,0.0859,61,1161,48,47,33,1225.29,0.0767,71,0.8207,136
13654,38,2025-09-01,313,5947,0.0863,81,939,83,29,27,995.21,0.0683,63,0.6036,288
13655,38,2025-08-31,307,5833,0.0638,584,1535,42,25,19,721.07,0.0774,69,0.3515,36
13656,38,2025-08-30,290,6960,0.0806,575,870,31,21,23,860.67,0.0184,43,0.7525,137
13657,38,2025-08-29,283,5377,0.0707,57,2264,75,23,20,736.89,0.0541,55,0.2401,249
13658,38,2025-08-28,337,5392,0.0728,393,1348,71,46,24,903.24,0.0412,62,0.4506,143
13659,38,2025-08-27,300,7800,0.0599,53,1800,50,32,17,661.95,0.0246,27,0.4573,47
13660,38,2025-08-26,299,7176,0.0645,223,2691,75,16,19,710.25,0.0438,48,0.3637,263
13661,38,2025-08-25,257,5654,0.0669,381,2313,64,31,17,633.48,0.079,72,0.3053,103
13662,38,2025-08-24,264,7392,0.0723,359,528,44,28,19,703.55,0.062,32,0.3477,263
13663,38,2025-08-23,285,8265,0.0632,487,1710,67,16,18,663.87,0.0657,76,0.2855,152
13664,38,2025-08-22,288,8064,0.0653,353,2592,63,38,18,693.34,0.0525,31,0.6824,224
13665,38,2025-08-21,294,7056,0.0717,438,2058,31,31,21,776.6,0.015,23,0.7689,71
13666,38,2025-08-20,290,5800,0.0627,157,2610,83,33,18,669.74,0.0676,65,0.2437,131
13667,38,2025-08-19,250,7000,0.0812,512,1750,58,15,20,747.52,0.0387,57,0.8319,251
13668,38,2025-08-18,288,8352,0.0775,249,2016,41,24,22,821.91,0.0787,68,0.6717,265
13669,38,2025-08-17,260,5720,0.0613,441,1560,35,22,15,587.2,0.067,24,0.3349,119
13670,38,2025-08-16,336,7392,0.0776,321,2016,35,42,26,960.27,0.067,65,0.8869,14
13671,38,2025-08-15,335,9380,0.067,326,1005,65,39,22,827.05,0.0535,31,0.8377,9
13672,38,2025-08-14,314,8792,0.0673,327,2198,90,17,21,777.98,0.0378,24,0.7733,174
13673,38,2025-08-13,300,6300,0.0803,570,1800,38,28,24,887.73,0.0604,22,0.2883,13
13674,38,2025-08-12,277,4432,0.0735,339,1939,78,39,20,750.11,0.0556,64,0.7824,257
13675,38,2025-08-11,283,7924,0.0628,486,849,68,39,17,654.22,0.0242,73,0.2352,218
13676,38,2025-08-10,285,7695,0.0577,516,1995,83,36,16,606.28,0.0138,77,0.7568,142
13677,38,2025-08-09,347,9022,0.0789,36,1041,75,37,27,1008.39,0.0357,34,0.6653,206
13678,38,2025-08-08,270,5670,0.0652,32,810,59,32,17,648.34,0.0609,63,0.2223,68
13679,38,2025-08-07,261,4437,0.0585,191,2349,64,36,15,562.05,0.0131,44,0.5326,56
13680,38,2025-08-06,255,4335,0.0716,304,2040,56,27,18,672.75,0.0445,58,0.3465,285
13681,38,2025-08-05,290,7540,0.0582,516,2320,44,18,16,622.31,0.0504,45,0.5989,243
13682,38,2025-08-04,267,4272,0.0751,203,2136,49,18,20,738.54,0.0547,76,0.6561,128
13683,38,2025-08-03,229,4580,0.0701,283,1603,44,30,16,591.8,0.0594,56,0.7711,215
13684,38,2025-08-02,304,8208,0.0571,489,1520,43,31,17,639.35,0.017,58,0.8122,174
13685,38,2025-08-01,263,6838,0.0638,454,789,61,39,16,617.91,0.059,59,0.4014,108
13686,38,2025-07-31,316,7584,0.0572,337,2528,45,33,18,665.84,0.0189,45,0.2756,27
13687,38,2025-07-30,260,5980,0.0728,571,1560,34,37,18,696.94,0.0142,33,0.8407,295
13688,38,2025-07-29,248,5208,0.0726,575,2232,52,18,18,663.65,0.0544,68,0.6796,62
13689,38,2025-07-28,260,7280,0.0679,63,520,70,19,17,650.72,0.0309,71,0.8216,159
13690,38,2025-07-27,271,4878,0.0538,30,1897,56,31,14,536.97,0.0424,48,0.4964,125
13691,38,2025-07-26,255,7140,0.0525,406,1785,65,17,13,493.06,0.0347,50,0.2841,172
13692,38,2025-07-25,288,7488,0.0505,417,2592,66,29,14,535.44,0.0672,72,0.2608,19
13693,38,2025-07-24,290,7250,0.0544,435,2030,64,25,15,581.49,0.0179,75,0.5548,79
13694,38,2025-07-23,263,7101,0.0637,235,789,57,24,16,616.72,0.0534,70,0.8388,35
13695,38,2025-07-22,295,8555,0.0527,239,2655,85,20,15,572.89,0.0607,64,0.6965,8
13696,38,2025-07-21,202,3636,0.0542,491,1414,54,28,10,403.25,0.032,64,0.5917,92
13697,38,2025-07-20,248,3720,0.0572,191,744,50,34,14,522.69,0.067,34,0.3351,220
13698,38,2025-07-19,235,3995,0.0628,78,1880,31,33,14,543.38,0.056,43,0.5148,20
13699,38,2025-07-18,225,5625,0.0529,462,1125,43,14,11,438.48,0.0138,55,0.714,143
13700,38,2025-07-17,228,3876,0.0653,503,684,31,15,14,548.68,0.0283,40,0.4695,154
13701,38,2025-07-16,185,4810,0.0528,387,555,48,19,9,359.62,0.061,34,0.633,154
13702,38,2025-07-15,271,7859,0.0582,396,1084,77,26,15,581.33,0.0185,27,0.7604,90
13703,38,2025-07-14,268,5092,0.0654,579,804,31,32,17,645.21,0.0317,69,0.3644,246
13704,38,2025-07-13,251,4267,0.0621,529,2259,33,21,15,574.56,0.0282,38,0.4289,278
13705,38,2025-07-12,268,5628,0.0586,553,1340,54,36,15,578.34,0.0299,38,0.7784,74
13706,38,2025-07-11,237,4266,0.0537,200,948,64,13,12,469.03,0.0476,50,0.8961,289
13707,38,2025-07-10,289,7225,0.0569,69,2312,36,32,16,606.06,0.0704,69,0.2108,28
13708,38,2025-07-09,198,5742,0.0567,123,396,57,25,11,413.88,0.0328,49,0.5527,99
13709,38,2025-07-08,220,3520,0.0472,116,1540,50,13,10,382.75,0.0712,66,0.8374,96
13710,38,2025-07-07,240,6480,0.0504,273,960,41,20,12,445.22,0.057,43,0.8579,282
13711,38,2025-07-06,267,7476,0.058,302,801,31,30,15,570.21,0.021,24,0.3794,207
13712,38,2025-07-05,227,4086,0.0584,230,1362,55,32,13,488.13,0.0249,21,0.8573,242
13713,38,2025-07-04,276,4968,0.0606,392,2484,60,33,16,615.74,0.0644,48,0.7756,79
13714,38,2025-07-03,234,6318,0.0492,162,2106,51,23,11,423.85,0.0658,40,0.3761,93
13715,38,2025-07-02,222,4218,0.0609,540,1554,49,17,13,498.16,0.0735,31,0.3998,97
13716,38,2025-07-01,210,3990,0.0563,356,1890,45,19,11,435.94,0.0307,21,0.6076,206
13717,38,2025-06-30,201,3015,0.0504,513,402,21,20,10,373.32,0.0173,66,0.8499,173
13718,38,2025-06-29,218,5232,0.05,438,872,31,18,10,401.56,0.0675,26,0.8394,286
13719,38,2025-06-28,220,5060,0.0504,102,1540,51,22,11,408.53,0.0107,38,0.37,200
13720,38,2025-06-27,267,4539,0.0544,413,801,54,32,14,534.88,0.0221,46,0.3523,103
13721,38,2025-06-26,241,4820,0.0478,233,1928,52,16,11,424.74,0.0321,23,0.5885,66
13722,38,2025-06-25,211,6119,0.0595,249,1899,58,19,12,462.54,0.0655,27,0.433,200
13723,38,2025-06-24,257,3855,0.05,594,2313,45,35,12,473.51,0.0717,56,0.2478,244
13724,38,2025-06-23,228,5928,0.0449,298,456,51,19,10,377.1,0.0114,47,0.6494,40
13725,38,2025-06-22,231,6468,0.0584,510,693,42,18,13,496.99,0.0746,52,0.8148,123
13726,38,2025-06-21,207,6003,0.042,230,621,54,28,8,320.5,0.0225,69,0.6431,144
13727,38,2025-06-20,197,5516,0.0413,531,985,34,18,8,299.73,0.0698,60,0.5183,44
13728,38,2025-06-19,204,5508,0.0493,485,408,52,28,10,370.63,0.0671,30,0.8064,98
13729,38,2025-06-18,229,4351,0.0406,556,1603,56,21,9,342.68,0.0142,23,0.6896,216
13730,38,2025-06-17,212,5300,0.0441,478,424,49,22,9,344.14,0.079,44,0.8408,39
13731,38,2025-06-16,207,4968,0.0594,523,414,42,22,12,452.85,0.0487,63,0.6014,116
13732,38,2025-06-15,180,2880,0.0433,40,540,50,16,7,287.4,0.0553,53,0.738,120
13733,38,2025-06-14,239,5019,0.0422,116,1434,54,35,10,371.21,0.0359,47,0.2983,222
13734,38,2025-06-13,225,5625,0.0437,517,1575,42,22,9,362.34,0.0706,24,0.3991,207
13735,38,2025-06-12,223,3791,0.0519,511,1338,55,24,11,426.62,0.0207,35,0.2656,87
13736,38,2025-06-11,211,5064,0.049,38,1055,26,31,10,380.88,0.0653,27,0.5695,95
13737,38,2025-06-10,217,5642,0.0396,433,1953,47,31,8,316.73,0.0759,26,0.2494,183
13738,38,2025-06-09,174,2784,0.0536,354,1044,20,17,9,343.58,0.052,50,0.7393,56
13739,38,2025-06-08,191,3438,0.0532,380,1719,26,16,10,373.99,0.0691,31,0.8576,150
13740,38,2025-06-07,220,3520,0.0461,422,1320,54,25,10,373.25,0.0742,21,0.4667,183
13741,38,2025-06-06,208,4992,0.052,34,1456,56,30,10,398.27,0.0412,28,0.5608,8
13742,38,2025-06-05,200,5600,0.0489,102,1200,54,17,9,360.19,0.0618,61,0.7602,215
13743,38,2025-06-04,203,4466,0.0495,410,1827,30,16,10,370.42,0.0718,40,0.4742,223
13744,38,2025-06-03,216,3672,0.054,300,1296,36,20,11,429.52,0.0418,53,0.8994,189
13745,38,2025-06-02,219,5913,0.051,441,1314,63,19,11,411.2,0.0587,21,0.7965,74
13746,38,2025-06-01,193,5211,0.0374,67,1158,21,17,7,266.15,0.074,67,0.5215,196
13747,38,2025-05-31,186,4650,0.0518,239,558,34,27,9,354.76,0.0272,47,0.204,127
13748,38,2025-05-30,196,4704,0.0444,337,1176,40,17,8,320.77,0.0341,61,0.5341,193
13749,38,2025-05-29,209,3344,0.0533,57,1254,26,16,11,410.49,0.0728,42,0.228,200
13750,38,2025-05-28,184,4416,0.047,516,736,41,25,8,318.42,0.073,44,0.4314,298
13751,38,2025-05-27,207,5382,0.0453,568,1449,58,23,9,345.79,0.0608,77,0.4957,157
13752,38,2025-05-26,219,4380,0.038,380,1533,47,23,8,306.42,0.0425,31,0.7238,87
13753,38,2025-05-25,226,5198,0.0366,180,904,45,15,8,304.44,0.0553,46,0.5418,6
13754,38,2025-05-24,193,4246,0.0499,201,1158,34,17,9,354.55,0.012,63,0.2796,90
13755,38,2025-05-23,234,3978,0.0478,148,702,40,18,11,412.48,0.0613,54,0.8196,149
13756,38,2025-05-22,167,4509,0.0466,445,1169,31,10,7,286.83,0.0614,59,0.6677,228
13757,38,2025-05-21,190,3800,0.042,158,1330,54,27,7,293.65,0.0474,75,0.3079,39
13758,38,2025-05-20,169,4056,0.0468,499,338,27,20,7,291.48,0.0792,75,0.2646,122
13759,38,2025-05-19,176,4400,0.0388,562,528,18,16,6,251.31,0.0572,50,0.6768,214
13760,38,2025-05-18,142,3692,0.0526,490,284,32,14,7,275.14,0.0416,28,0.2244,143
13761,38,2025-05-17,212,5300,0.0528,506,1484,46,12,11,412.24,0.0185,53,0.8914,176
13762,38,2025-05-16,166,3652,0.0367,146,830,29,14,6,224.39,0.0353,65,0.4708,155
13763,38,2025-05-15,178,4450,0.0501,369,534,44,12,8,328.67,0.0391,22,0.596,201
13764,38,2025-05-14,179,3759,0.05,150,537,28,18,8,329.48,0.0464,48,0.2667,170
13765,38,2025-05-13,216,4752,0.0428,265,648,47,21,9,340.94,0.0677,31,0.8492,119
13766,38,2025-05-12,197,3743,0.0527,183,1773,50,22,10,382.36,0.0543,55,0.7838,254
13767,38,2025-05-11,178,4984,0.04,531,890,25,16,7,262.19,0.0787,20,0.3783,145
13768,38,2025-05-10,215,5590,0.0472,164,1720,46,15,10,374.16,0.014,64,0.3485,196
13769,38,2025-05-09,166,3984,0.0515,311,332,48,23,8,315.11,0.0752,58,0.8958,270
13770,38,2025-05-08,161,3703,0.0379,356,1127,40,13,6,224.81,0.0437,41,0.8137,250
13771,38,2025-05-07,192,3456,0.0481,593,1536,42,11,9,340.35,0.0367,37,0.885,159
13772,38,2025-05-06,206,3090,0.0414,105,412,49,21,8,314.1,0.063,75,0.6038,125
13773,38,2025-05-05,171,4275,0.0377,410,513,42,13,6,237.44,0.0324,24,0.8752,146
13774,38,2025-05-04,176,2816,0.0506,585,1408,32,13,8,327.93,0.0533,31,0.5949,148
13775,38,2025-05-03,209,3135,0.0383,327,1881,47,27,8,295.11,0.0139,76,0.4038,69
13776,38,2025-05-02,200,5200,0.0365,377,800,34,19,7,269.21,0.026,71,0.4613,49
13777,38,2025-05-01,165,3135,0.0469,492,495,41,13,7,285.33,0.03,74,0.5101,217
13778,38,2025-04-30,181,2715,0.0449,522,1629,30,11,8,299.63,0.0701,25,0.3188,157
13779,38,2025-04-29,185,4995,0.0409,453,740,52,14,7,278.78,0.0184,75,0.7824,244
13780,38,2025-04-28,200,5000,0.0351,399,600,32,17,7,258.77,0.0484,64,0.3587,28
13781,38,2025-04-27,176,4048,0.0413,86,880,39,13,7,267.86,0.0616,79,0.4983,90
13782,38,2025-04-26,189,2835,0.0506,302,567,39,25,9,352.01,0.0277,28,0.6286,160
13783,38,2025-04-25,191,5539,0.0514,247,955,52,18,9,362.02,0.0477,44,0.6022,131
13784,38,2025-04-24,179,4117,0.0514,574,1432,30,9,9,338.93,0.0573,25,0.3408,267
13785,38,2025-04-23,183,5307,0.0469,372,366,46,19,8,316.25,0.0176,57,0.6657,263
13786,38,2025-04-22,145,2175,0.0365,532,580,20,7,5,194.74,0.0651,29,0.7707,187
13787,38,2025-04-21,205,4305,0.0481,539,410,41,17,9,363.02,0.0122,71,0.7131,19
13788,38,2025-04-20,178,4450,0.0397,38,356,48,25,7,260.24,0.0479,52,0.7199,158
13789,38,2025-04-19,184,3680,0.0444,46,1288,27,15,8,301.08,0.067,44,0.3623,257
13790,38,2025-04-18,212,5088,0.0471,99,1484,58,20,9,367.59,0.0112,65,0.2243,251
13791,38,2025-04-17,190,5130,0.0358,379,1710,37,27,6,250.74,0.0419,42,0.2994,50
13792,38,2025-04-16,200,4800,0.0391,481,400,54,13,7,287.94,0.0244,22,0.5667,145
13793,38,2025-04-15,206,4120,0.0407,75,412,57,29,8,308.6,0.0413,20,0.5181,256
13794,38,2025-04-14,141,3243,0.0509,330,1128,21,9,7,264.52,0.0524,76,0.6879,130
13795,38,2025-04-13,192,4032,0.0418,203,960,22,25,8,295.71,0.0548,35,0.5326,45
13796,38,2025-04-12,213,3834,0.0367,238,852,58,11,7,288.25,0.0522,69,0.2168,110
13797,38,2025-04-11,181,3982,0.0419,291,724,22,26,7,279.65,0.0619,69,0.5999,156
13798,38,2025-04-10,180,5220,0.0519,179,540,45,25,9,343.91,0.0202,56,0.6313,198
13799,38,2025-04-09,173,4671,0.0401,66,519,32,12,6,255.34,0.0786,38,0.3458,185
13800,38,2025-04-08,221,4641,0.049,303,884,50,25,10,399.02,0.0299,46,0.4516,210
13801,38,2025-04-07,168,4536,0.0473,187,1176,41,14,7,292.47,0.0104,31,0.8368,191
13802,38,2025-04-06,196,4116,0.0504,583,980,21,21,9,363.82,0.0531,40,0.5094,32
13803,38,2025-04-05,168,2856,0.0456,396,672,24,22,7,282.05,0.0488,21,0.656,158
13804,38,2025-04-04,188,3760,0.0441,310,752,20,27,8,305.12,0.0607,57,0.3953,49
